,race_id,venue,race_no,config,surface,distance,going,horse_ratings,prize,race_class,sec_time1,sec_time2,sec_time3,sec_time4,time1,time2,time3,time4,place_combination1,place_combination2,place_combination3,place_dividend1,place_dividend2,place_dividend3
5593,5593,0,1,1,0,1200,1,40-15,600000.0,5,23.96,23.71,23.32,,23.96,47.67,70.99,,8,10,1.0,13.5,84.5,56.0
5594,5594,0,2,1,0,1600,1,40-15,600000.0,5,24.62,23.6,24.26,23.76,24.62,48.22,72.48,96.24,3,13,5.0,12.0,14.5,32.5
5595,5595,0,3,1,0,1800,1,60-40,800000.0,4,14.34,22.26,23.46,24.59,14.34,36.6,60.06,84.65,12,1,4.0,108.0,18.0,25.0
5596,5596,0,4,1,0,1200,1,80-60,1165000.0,3,24.17,22.73,22.51,,24.17,46.9,69.41,,7,11,9.0,22.5,11.0,14.0
5597,5597,0,5,1,0,1200,1,60-40,800000.0,4,23.98,22.42,23.43,,23.98,46.4,69.83,,5,14,1.0,10.1,20.0,15.0
5598,5598,0,6,1,0,1400,1,60-40,800000.0,4,13.48,22.42,23.9,23.36,13.48,35.9,59.8,83.16,10,7,2.0,22.5,44.0,21.5
5599,5599,0,7,1,0,1400,1,80-60,1165000.0,3,13.49,21.22,23.65,23.78,13.49,34.71,58.36,82.14,2,4,1.0,16.0,12.0,47.0
5600,5600,0,8,1,0,1400,1,G,2000000.0,0,13.7,21.51,24.29,22.98,13.7,35.21,59.5,82.48,4,7,3.0,13.0,19.5,19.0
5601,5601,0,9,1,0,1000,1,80-60,1165000.0,3,13.21,20.95,22.61,,13.21,34.16,56.77,,6,1,13.0,14.0,22.5,27.0
5602,5602,0,10,1,0,2000,1,90-70,1650000.0,2,26.36,26.36,23.88,23.99,26.36,52.72,76.6,100.59,12,7,1.0,23.0,17.0,63.0
5603,5603,0,11,1,0,1400,1,100-80,1650000.0,2,13.68,21.26,22.93,23.71,13.68,34.94,57.87,81.58,4,1,6.0,12.5,23.5,44.5
5604,5604,0,1,3,0,1400,1,40-15,600000.0,5,13.79,22.14,23.49,23.88,13.79,35.93,59.42,83.3,12,11,1.0,19.5,24.0,32.0
5605,5605,0,2,3,0,1800,1,40-15,600000.0,5,13.85,21.79,24.04,24.77,13.85,35.64,59.68,84.45,11,9,2.0,12.0,124.5,23.5
5606,5606,0,3,3,0,1000,1,60-40,800000.0,4,13.28,21.2,22.65,,13.28,34.48,57.13,,7,3,14.0,22.5,22.5,130.0
5607,5607,0,4,3,0,1400,1,60-40,800000.0,4,13.59,21.75,23.78,23.46,13.59,35.34,59.12,82.58,10,5,11.0,15.0,18.0,85.0
5608,5608,0,5,3,0,1600,1,60-40,800000.0,4,24.24,22.59,24.23,24.11,24.24,46.83,71.06,95.17,1,3,11.0,11.5,14.0,39.0
5609,5609,0,6,3,0,1200,1,60-40,800000.0,4,24.07,23.12,23.07,,24.07,47.19,70.26,,5,14,8.0,31.5,26.5,22.0
5610,5610,0,7,3,0,1200,1,80-60,1165000.0,3,24.02,22.78,22.88,,24.02,46.8,69.68,,4,13,2.0,15.5,34.5,28.5
5611,5611,0,8,3,0,1000,1,90+,3000000.0,13,13.23,20.53,22.52,,13.23,33.76,56.28,,1,8,2.0,16.0,11.0,50.5
5612,5612,0,9,3,0,1400,1,95+,3000000.0,13,13.51,21.47,23.81,22.46,13.51,34.98,58.79,81.25,11,5,2.0,19.5,12.5,10.5
5613,5613,0,10,3,0,1600,1,80-60,1165000.0,3,24.09,22.14,24.4,23.88,24.09,46.23,70.63,94.51,4,12,10.0,30.0,31.5,12.5
5614,5614,0,11,3,0,1400,1,80-60,1165000.0,3,13.59,21.06,23.65,23.63,13.59,34.65,58.3,81.93,7,12,11.0,44.5,63.5,57.5
5615,5615,1,1,0,0,1200,1,40-15,600000.0,5,23.6,23.18,23.81,,23.6,46.78,70.59,,7,5,8.0,20.5,48.5,18.5
5616,5616,1,2,0,0,1200,1,60-40,800000.0,4,23.92,23.51,23.53,,23.92,47.43,70.96,,2,8,4.0,59.5,20.5,50.0
5617,5617,1,3,0,0,1650,1,80-60,1165000.0,3,27.71,24.35,24.65,23.97,27.71,52.06,76.71,100.68,6,1,4.0,26.5,82.0,27.0
5618,5618,1,4,0,0,1650,1,60-40,800000.0,4,27.35,24.26,24.99,24.73,27.35,51.61,76.6,101.33,7,8,11.0,77.5,54.5,28.5
5619,5619,1,5,0,0,1650,1,60-40,800000.0,4,27.49,23.03,25.02,25.38,27.49,50.52,75.54,100.92,2,6,4.0,121.0,53.0,39.0
5620,5620,1,6,0,0,2200,1,85-60,1165000.0,3,14.34,23.67,24.96,25.76,14.34,38.01,62.97,88.73,9,7,4.0,16.0,21.5,21.0
5621,5621,1,7,0,0,1800,1,90+,3000000.0,13,13.31,22.67,24.32,24.37,13.31,35.98,60.3,84.67,8,6,11.0,48.5,21.0,38.0
5622,5622,1,8,0,0,1200,1,80-60,1165000.0,3,23.53,23.35,23.5,,23.53,46.88,70.38,,6,11,5.0,18.5,22.0,15.0
5623,5623,0,1,4,0,1200,1,60-40,800000.0,4,23.9,22.89,22.85,,23.9,46.79,69.64,,11,4,3.0,14.0,28.0,16.0
5624,5624,0,2,0,1,1650,1,40-0,600000.0,5,28.08,23.15,24.01,24.18,28.08,51.23,75.24,99.42,8,14,5.0,14.5,104.5,49.0
5625,5625,0,3,4,0,1200,1,60-40,800000.0,4,24.32,23.07,22.59,,24.32,47.39,69.98,,11,8,10.0,53.5,14.5,14.5
5626,5626,0,4,4,0,1000,1,80-60,1165000.0,3,13.18,20.89,22.47,,13.18,34.07,56.54,,9,14,11.0,70.0,18.5,64.0
5627,5627,0,5,0,1,1650,1,60-40,800000.0,4,28.27,23.81,23.56,23.46,28.27,52.08,75.64,99.1,10,14,2.0,26.0,16.5,20.5
5628,5628,0,6,4,0,1800,1,60-40,800000.0,4,13.88,22.4,23.68,24.51,13.88,36.28,59.96,84.47,8,5,9.0,44.0,21.5,96.5
5629,5629,0,7,4,0,1200,1,100-80,1650000.0,2,24.07,21.78,23.01,,24.07,45.85,68.86,,2,3,6.0,11.0,21.5,63.0
5630,5630,0,8,0,1,1650,1,80-60,1165000.0,3,28.24,24.87,24.31,22.22,28.24,53.11,77.42,99.64,1,3,6.0,15.5,29.5,36.0
5631,5631,0,9,4,0,1400,1,80-60,1165000.0,3,13.56,21.65,23.37,22.88,13.56,35.21,58.58,81.46,6,7,3.0,16.5,37.0,164.0
5632,5632,0,10,4,0,1600,1,100-80,1650000.0,2,24.23,23.92,24.46,22.66,24.23,48.15,72.61,95.27,3,4,14.0,17.0,15.0,20.0
5633,5633,1,1,2,0,2200,1,40-0,600000.0,5,14.45,23.26,25.18,26.77,14.45,37.71,62.89,89.66,6,10,4.0,67.0,69.5,28.0
5634,5634,1,2,2,0,1650,1,60-40,800000.0,4,29.24,25.32,24.76,23.1,29.24,54.56,79.32,102.42,10,6,2.0,22.0,28.5,19.5
5635,5635,1,3,2,0,1200,1,60-40,800000.0,4,24.03,23.1,23.62,,24.03,47.13,70.75,,10,9,3.0,14.5,16.5,38.5
5636,5636,1,4,2,0,1650,1,40-15,600000.0,5,27.99,25.85,24.91,24.08,27.99,53.84,78.75,102.83,11,2,3.0,32.5,41.5,26.5
5637,5637,1,5,2,0,1000,1,60-40,800000.0,4,12.75,21.64,23.65,,12.75,34.39,58.04,,4,6,5.0,29.5,14.0,28.5
5638,5638,1,6,2,0,1200,1,80-60,1165000.0,3,23.9,23.62,23.44,,23.9,47.52,70.96,,3,7,2.0,14.5,17.5,27.5
5639,5639,1,7,2,0,1650,1,80-60,1165000.0,3,27.78,23.77,25.55,23.92,27.78,51.55,77.1,101.02,7,9,8.0,16.5,71.5,35.0
5640,5640,1,8,2,0,1200,1,80-60,1165000.0,3,23.6,23.21,23.52,,23.6,46.81,70.33,,3,10,4.0,40.5,16.0,25.5
5641,5641,0,1,5,0,1000,2,60-40,800000.0,4,13.12,20.7,23.06,,13.12,33.82,56.88,,4,5,7.0,40.0,62.0,16.0
5642,5642,0,2,0,1,1200,3,40-0,600000.0,5,23.71,22.81,23.89,,23.71,46.52,70.41,,1,7,2.0,37.5,14.5,39.0
5643,5643,0,3,5,0,1200,2,60-40,800000.0,4,24.48,23.38,22.53,,24.48,47.86,70.39,,10,4,12.0,12.5,13.5,30.0
5644,5644,0,4,5,0,1600,2,60-40,800000.0,4,24.84,23.71,24.9,22.94,24.84,48.55,73.45,96.39,10,1,2.0,13.5,17.0,44.0
5645,5645,0,5,5,0,1800,1,80-60,1165000.0,3,13.82,21.56,24.66,24.29,13.82,35.38,60.04,84.33,10,2,6.0,17.5,129.5,17.5
5646,5646,0,6,5,0,1400,1,60-40,800000.0,4,13.54,21.54,23.39,23.79,13.54,35.08,58.47,82.26,8,4,1.0,16.0,13.5,100.0
5647,5647,0,7,0,1,1200,3,80-60,1165000.0,3,23.31,22.46,23.51,,23.31,45.77,69.28,,5,1,3.0,32.5,37.0,13.0
5648,5648,0,8,5,0,1200,1,80-60,1165000.0,3,23.93,22.54,22.96,,23.93,46.47,69.43,,10,9,12.0,11.0,66.0,37.0
5649,5649,0,9,0,1,1200,3,115-90,2400000.0,1,23.09,21.93,23.05,,23.09,45.02,68.07,,5,12,4.0,29.0,15.5,17.0
5650,5650,0,10,5,0,1400,1,80-60,1165000.0,3,13.82,22.48,23.29,22.59,13.82,36.3,59.59,82.18,2,3,8.0,17.0,14.0,13.5
5651,5651,1,1,4,0,1200,1,60-40,800000.0,4,23.85,23.0,23.52,,23.85,46.85,70.37,,5,12,6.0,11.0,33.0,92.0
5652,5652,1,2,4,0,1650,1,60-40,800000.0,4,28.19,23.63,25.07,24.77,28.19,51.82,76.89,101.66,7,5,10.0,15.0,19.5,25.0
5653,5653,1,3,4,0,2200,1,60-40,800000.0,4,14.17,24.09,24.88,25.24,14.17,38.26,63.14,88.38,6,4,12.0,14.5,18.0,31.5
5654,5654,1,4,4,0,1200,2,60-40,800000.0,4,24.4,23.79,23.11,,24.4,48.19,71.3,,1,3,2.0,14.0,16.5,38.0
5655,5655,1,5,4,0,1000,2,80-60,1165000.0,3,12.68,22.01,23.35,,12.68,34.69,58.04,,3,1,10.0,17.5,22.0,18.5
5656,5656,1,6,4,0,1650,2,80-60,1165000.0,3,27.64,23.98,25.69,24.1,27.64,51.62,77.31,101.41,7,9,12.0,49.5,123.5,76.5
5657,5657,1,7,4,0,1200,2,95-75,1650000.0,2,23.32,23.57,23.71,,23.32,46.89,70.6,,12,10,8.0,25.0,23.0,28.0
5658,5658,1,8,4,0,1650,2,100-80,1650000.0,2,27.38,23.92,24.74,23.82,27.38,51.3,76.04,99.86,6,3,7.0,16.5,16.0,205.0
5659,5659,0,1,0,1,1800,3,40-15,600000.0,5,14.1,23.62,24.96,24.98,14.1,37.72,62.68,87.66,13,3,7.0,37.5,16.5,42.0
5660,5660,0,2,0,0,1200,1,60-40,800000.0,4,23.32,23.09,24.23,,23.32,46.41,70.64,,11,12,9.0,22.0,10.5,19.0
5661,5661,0,3,0,0,1400,1,40-0,600000.0,5,13.59,22.5,24.27,23.9,13.59,36.09,60.36,84.26,11,8,4.0,126.0,13.0,23.5
5662,5662,0,4,0,1,1800,3,60-40,800000.0,4,14.04,22.98,23.68,24.91,14.04,37.02,60.7,85.61,6,5,2.0,50.5,123.0,13.0
5663,5663,0,5,0,0,1400,1,60-40,800000.0,4,13.62,21.31,25.02,23.95,13.62,34.93,59.95,83.9,11,6,2.0,28.0,39.0,36.0
5664,5664,0,6,0,0,1800,1,100-80,1650000.0,2,14.04,22.03,23.87,24.63,14.04,36.07,59.94,84.57,2,7,8.0,174.5,12.5,13.0
5665,5665,0,7,0,0,1200,1,80-60,1165000.0,3,24.06,23.03,23.32,,24.06,47.09,70.41,,8,2,4.0,17.0,29.0,31.5
5666,5666,0,8,0,0,1400,1,105-80,1650000.0,2,13.43,22.96,23.26,23.36,13.43,36.39,59.65,83.01,11,5,12.0,13.5,33.5,52.0
5667,5667,0,9,0,0,1400,1,105-80,1650000.0,2,13.54,22.0,23.84,23.76,13.54,35.54,59.38,83.14,4,7,2.0,31.5,125.0,15.0
5668,5668,0,10,0,0,1600,1,G,10000000.0,11,23.93,22.84,24.76,23.52,23.93,46.77,71.53,95.05,1,6,4.0,24.0,16.0,36.0
5669,5669,0,11,0,0,1600,1,80-60,1165000.0,3,24.79,23.63,24.48,23.4,24.79,48.42,72.9,96.3,12,3,13.0,19.5,46.0,49.5
5670,5670,0,1,1,0,1000,1,40-0,600000.0,5,13.43,21.39,23.85,,13.43,34.82,58.67,,1,2,9.0,18.5,28.0,40.0
5671,5671,0,2,1,0,1600,1,40-15,600000.0,5,24.74,23.21,24.62,24.03,24.74,47.95,72.57,96.6,2,11,14.0,14.0,41.5,33.0
5672,5672,0,3,1,0,1200,1,60-40,800000.0,4,24.18,23.45,23.21,,24.18,47.63,70.84,,2,8,11.0,12.5,28.5,51.0
5673,5673,0,4,1,0,1000,1,100-80,1650000.0,2,13.31,20.89,22.91,,13.31,34.2,57.11,,8,3,1.0,16.0,15.5,17.5
5674,5674,0,5,1,0,1600,1,60-40,800000.0,4,24.23,23.51,25.09,23.57,24.23,47.74,72.83,96.4,13,7,1.0,13.5,35.5,13.5
5675,5675,0,6,1,0,1400,1,60-40,800000.0,4,13.62,22.07,23.63,23.49,13.62,35.69,59.32,82.81,13,10,4.0,53.0,37.0,15.5
5676,5676,0,7,1,0,1200,1,G,8000000.0,11,23.48,22.29,22.59,,23.48,45.77,68.36,,3,1,4.0,23.0,12.0,11.5
5677,5677,0,8,1,0,2000,1,80-60,1165000.0,3,25.68,25.79,24.06,24.02,25.68,51.47,75.53,99.55,5,2,9.0,13.0,40.5,89.5
5678,5678,0,9,1,0,1600,1,G,10000000.0,11,24.59,23.57,23.31,22.69,24.59,48.16,71.47,94.16,8,10,5.0,14.5,29.0,13.0
5679,5679,0,10,1,0,1200,1,80-60,1165000.0,3,23.67,22.92,22.94,,23.67,46.59,69.53,,3,4,12.0,15.0,20.5,13.0
5680,5680,0,11,1,0,1400,1,80-60,1165000.0,3,13.57,21.79,23.48,23.52,13.57,35.36,58.84,82.36,1,10,6.0,17.0,28.5,121.5
5681,5681,1,1,0,0,1650,1,40-0,600000.0,5,27.6,24.88,25.15,24.45,27.6,52.48,77.63,102.08,5,4,11.0,18.5,43.5,58.0
5682,5682,1,2,0,0,1800,1,60-40,800000.0,4,13.65,23.76,24.79,24.27,13.65,37.41,62.2,86.47,7,3,9.0,36.5,14.0,81.0
5683,5683,1,3,0,0,1000,1,60-40,800000.0,4,12.64,21.2,23.65,,12.64,33.84,57.49,,5,2,3.0,17.0,15.0,43.5
5684,5684,1,4,0,0,1650,1,60-40,800000.0,4,27.77,24.6,25.3,23.96,27.77,52.37,77.67,101.63,6,4,5.0,18.0,33.0,38.5
5685,5685,1,5,0,0,1200,1,60-40,800000.0,4,23.93,23.18,23.78,,23.93,47.11,70.89,,4,5,10.0,35.0,20.0,13.5
5686,5686,1,6,0,0,1650,1,80-60,1165000.0,3,27.91,24.06,25.58,24.08,27.91,51.97,77.55,101.63,3,5,11.0,25.5,68.5,42.0
5687,5687,1,7,0,0,1650,1,80-60,1165000.0,3,27.52,25.13,24.84,23.83,27.52,52.65,77.49,101.32,11,7,4.0,45.0,34.0,14.5
5688,5688,1,8,0,0,1200,1,80-60,1165000.0,3,23.7,23.17,23.58,,23.7,46.87,70.45,,5,2,10.0,13.5,36.5,20.5
5689,5689,1,9,0,0,1200,1,100-80,1650000.0,2,24.01,23.01,23.22,,24.01,47.02,70.24,,12,9,4.0,12.5,36.0,67.5
5690,5690,0,1,3,0,1400,1,40-15,600000.0,5,13.76,21.72,23.7,24.23,13.76,35.48,59.18,83.41,1,9,12.0,14.0,54.0,25.5
5691,5691,0,2,3,0,1000,1,60-40,800000.0,4,13.35,21.44,22.98,,13.35,34.79,57.77,,8,3,4.0,14.0,15.5,155.0
5692,5692,0,3,3,0,2000,1,40-15,600000.0,5,26.21,25.05,24.59,24.01,26.21,51.26,75.85,99.86,12,7,3.0,34.0,76.5,44.5
5693,5693,0,4,3,0,1600,1,80-60,1165000.0,3,24.48,22.71,24.04,23.3,24.48,47.19,71.23,94.53,10,11,1.0,16.0,13.5,46.0
5694,5694,0,5,0,1,1200,1,60-40,800000.0,4,23.26,22.28,23.25,,23.26,45.54,68.79,,6,8,10.0,17.5,60.0,22.5
5695,5695,0,6,3,0,1600,1,60-40,800000.0,4,24.93,23.32,23.96,23.22,24.93,48.25,72.21,95.43,3,4,2.0,14.5,17.5,16.0
5696,5696,0,7,0,1,1200,1,85-60,1165000.0,3,23.32,22.18,22.97,,23.32,45.5,68.47,,5,6,12.0,22.0,12.0,26.0
5697,5697,0,8,3,0,1000,1,80-60,1165000.0,3,13.09,20.87,22.46,,13.09,33.96,56.42,,6,11,10.0,14.0,13.5,51.5
5698,5698,0,9,3,0,1800,1,90+,3000000.0,13,13.95,22.37,23.2,24.26,13.95,36.32,59.52,83.78,12,8,6.0,16.0,17.5,79.5
5699,5699,0,10,3,0,1400,1,90-70,1650000.0,2,13.57,21.64,23.54,23.3,13.57,35.21,58.75,82.05,5,3,4.0,20.5,26.0,15.0
5700,5700,0,1,4,0,1200,1,40-0,600000.0,5,24.54,23.1,22.76,,24.54,47.64,70.4,,6,1,5.0,14.5,14.0,31.0
5701,5701,0,2,4,0,1600,1,40-15,600000.0,5,24.9,24.42,24.29,22.92,24.9,49.32,73.61,96.53,1,12,2.0,12.5,20.0,33.5
5702,5702,0,3,4,0,1400,1,60-40,800000.0,4,13.42,21.65,23.63,23.94,13.42,35.07,58.7,82.64,13,6,1.0,53.5,49.5,14.0
5703,5703,0,4,4,0,1200,1,60-40,800000.0,4,23.96,22.75,23.4,,23.96,46.71,70.11,,3,4,2.0,11.5,49.0,15.0
5704,5704,0,5,4,0,1400,1,60-40,800000.0,4,13.63,21.84,23.34,23.69,13.63,35.47,58.81,82.5,10,8,12.0,20.0,14.0,16.0
5705,5705,0,6,4,0,1200,1,80-60,1165000.0,3,24.45,22.98,22.46,,24.45,47.43,69.89,,6,7,5.0,23.5,13.5,19.5
5706,5706,0,7,4,0,1600,1,60-40,800000.0,4,24.43,24.1,24.77,22.91,24.43,48.53,73.3,96.21,6,3,13.0,18.0,18.0,39.5
5707,5707,0,8,4,0,1400,1,115-90,2400000.0,1,13.59,22.07,22.98,22.56,13.59,35.66,58.64,81.2,7,9,2.0,11.0,20.5,25.0
5708,5708,0,9,4,0,1200,1,80-60,1165000.0,3,24.46,23.38,22.36,,24.46,47.84,70.2,,4,2,10.0,27.0,11.5,77.0
5709,5709,0,10,4,0,1400,1,80-60,1165000.0,3,13.15,21.53,23.88,23.7,13.15,34.68,58.56,82.26,6,4,7.0,24.5,12.0,30.0
5710,5710,0,11,4,0,1800,1,80-60,1165000.0,3,13.82,22.45,24.09,24.04,13.82,36.27,60.36,84.4,11,13,2.0,23.5,14.5,34.0
5711,5711,0,1,0,1,1650,1,40-15,600000.0,5,28.24,23.43,23.67,24.34,28.24,51.67,75.34,99.68,3,13,5.0,81.5,58.0,48.5
5712,5712,0,2,5,0,1200,1,60-40,800000.0,4,23.7,22.95,22.88,,23.7,46.65,69.53,,6,8,5.0,13.0,11.0,32.0
5713,5713,0,3,5,0,1200,1,80-60,1165000.0,3,24.12,23.4,22.17,,24.12,47.52,69.69,,11,1,9.0,16.0,12.0,36.0
5714,5714,0,4,5,0,1800,1,60-40,800000.0,4,13.92,22.36,24.48,24.12,13.92,36.28,60.76,84.88,5,1,11.0,17.0,17.5,20.0
5715,5715,0,5,5,0,1000,1,60-40,800000.0,4,13.07,21.15,22.72,,13.07,34.22,56.94,,5,1,10.0,45.5,18.5,16.0
5716,5716,0,6,0,1,1650,1,60-40,800000.0,4,28.24,23.82,24.21,22.89,28.24,52.06,76.27,99.16,9,1,12.0,49.0,35.0,14.5
5717,5717,0,7,5,0,1200,1,105-80,1650000.0,2,23.95,22.89,22.35,,23.95,46.84,69.19,,1,3,12.0,13.0,11.5,15.5
5718,5718,0,8,0,1,1650,1,80-60,1165000.0,3,28.1,23.67,24.17,23.58,28.1,51.77,75.94,99.52,4,6,7.0,34.0,44.0,40.5
5719,5719,0,9,5,0,1400,1,80-60,1165000.0,3,13.46,22.45,23.92,22.73,13.46,35.91,59.83,82.56,1,5,7.0,13.0,44.0,101.5
5720,5720,0,10,5,0,1600,1,95-75,1650000.0,2,24.31,23.21,23.81,22.93,24.31,47.52,71.33,94.26,12,4,3.0,34.5,33.5,19.5
5721,5721,1,1,2,0,1000,1,40-15,600000.0,5,12.79,21.9,23.73,,12.79,34.69,58.42,,10,5,8.0,41.5,15.5,16.5
5722,5722,1,2,2,0,1800,1,40-0,600000.0,5,13.78,22.81,25.12,25.1,13.78,36.59,61.71,86.81,7,2,4.0,24.5,13.5,27.0
5723,5723,1,3,2,0,1200,1,60-40,800000.0,4,24.09,22.82,23.6,,24.09,46.91,70.51,,2,6,9.0,17.0,16.5,37.5
5724,5724,1,4,2,0,1650,1,60-40,800000.0,4,27.78,24.54,24.32,24.3,27.78,52.32,76.64,100.94,2,10,11.0,17.5,46.0,28.5
5725,5725,1,5,2,0,1200,1,60-40,800000.0,4,24.1,22.43,23.97,,24.1,46.53,70.5,,10,1,11.0,11.5,18.5,14.5
5726,5726,1,6,2,0,1650,1,80-60,1165000.0,3,27.86,24.52,25.24,23.61,27.86,52.38,77.62,101.23,3,6,1.0,19.0,51.5,79.0
5727,5727,1,7,2,0,1200,1,80-60,1165000.0,3,23.95,23.87,23.14,,23.95,47.82,70.96,,2,12,9.0,13.0,20.0,14.0
5728,5728,1,8,2,0,1000,1,85-60,1165000.0,3,12.71,21.51,23.15,,12.71,34.22,57.37,,12,3,10.0,12.5,16.0,29.5
5729,5729,0,1,0,0,1200,1,60-40,800000.0,4,23.95,23.38,22.96,,23.95,47.33,70.29,,6,10,12.0,37.0,35.0,14.0
5730,5730,0,2,0,0,1400,1,40-15,600000.0,5,13.71,22.43,23.9,23.71,13.71,36.14,60.04,83.75,12,2,8.0,14.5,35.5,35.0
5731,5731,0,3,0,0,1400,1,60-40,800000.0,4,13.76,22.4,24.41,23.58,13.76,36.16,60.57,84.15,14,1,4.0,22.5,12.0,18.5
5732,5732,0,4,0,0,1400,1,60-40,800000.0,4,13.67,22.75,24.27,23.33,13.67,36.42,60.69,84.02,1,9,12.0,26.5,15.0,61.0
5733,5733,0,5,0,0,2000,1,100-80,1650000.0,2,25.51,24.56,24.82,24.63,25.51,50.07,74.89,99.52,12,6,3.0,17.0,12.0,25.5
5734,5734,0,6,0,0,1200,1,60-40,800000.0,4,24.29,23.21,23.4,,24.29,47.5,70.9,,7,6,11.0,14.0,14.0,16.5
5735,5735,0,7,0,0,1800,1,G,10000000.0,11,13.82,22.21,24.23,23.87,13.82,36.03,60.26,84.13,1,2,3.0,13.0,11.5,12.0
5736,5736,0,8,0,0,1200,1,80-60,1165000.0,3,23.57,22.59,23.4,,23.57,46.16,69.56,,1,14,7.0,14.0,108.5,15.0
5737,5737,0,9,0,0,1400,1,95-75,1650000.0,2,13.35,22.11,23.74,23.22,13.35,35.46,59.2,82.42,5,11,1.0,16.0,21.5,276.5
5738,5738,0,10,0,0,1600,1,80-60,1165000.0,3,24.54,22.93,23.62,23.58,24.54,47.47,71.09,94.67,7,4,5.0,31.5,13.5,17.0
5739,5739,1,1,4,0,1000,1,60-40,800000.0,4,12.98,21.73,22.9,,12.98,34.71,57.61,,7,8,1.0,16.5,13.0,13.5
5740,5740,1,2,4,0,1200,1,40-0,600000.0,5,23.98,22.9,23.57,,23.98,46.88,70.45,,3,8,11.0,12.5,29.0,35.0
5741,5741,1,3,4,0,1200,1,60-40,800000.0,4,23.81,24.01,23.27,,23.81,47.82,71.09,,1,5,10.0,10.5,84.5,41.0
5742,5742,1,4,4,0,1650,1,110-85,2400000.0,1,28.16,24.59,24.15,22.93,28.16,52.75,76.9,99.83,7,6,9.0,12.5,11.5,41.0
5743,5743,1,5,4,0,1650,1,60-40,800000.0,4,28.7,24.73,24.57,23.61,28.7,53.43,78.0,101.61,8,12,11.0,14.0,70.0,20.0
5744,5744,1,6,4,0,1200,1,110-85,2400000.0,1,23.59,23.34,22.94,,23.59,46.93,69.87,,1,10,6.0,28.0,17.5,26.5
5745,5745,1,7,4,0,1650,1,85-60,1165000.0,3,27.33,23.65,25.57,23.71,27.33,50.98,76.55,100.26,2,7,6.0,59.0,36.0,25.0
5746,5746,1,8,4,0,1200,1,85-60,1165000.0,3,23.73,23.21,23.49,,23.73,46.94,70.43,,12,6,2.0,86.5,21.5,21.0
5747,5747,1,9,4,0,1800,1,80-60,1165000.0,3,13.78,23.26,25.15,25.07,13.78,37.04,62.19,87.26,11,2,9.0,15.0,19.0,20.0
5748,5748,0,1,0,1,1200,1,60-40,800000.0,4,23.21,22.23,23.86,,23.21,45.44,69.3,,12,4,6.0,42.0,81.0,62.0
5749,5749,0,2,2,0,2000,1,60-35,800000.0,4,26.01,24.51,24.85,24.2,26.01,50.52,75.37,99.57,6,2,13.0,17.0,23.5,35.5
5750,5750,0,3,2,0,1000,1,80-60,1165000.0,3,13.23,20.98,22.64,,13.23,34.21,56.85,,1,6,2.0,14.5,10.1,35.5
5751,5751,0,4,0,1,1200,1,80-60,1165000.0,3,23.24,22.28,22.96,,23.24,45.52,68.48,,7,10,9.0,43.5,14.5,47.0
5752,5752,0,5,2,0,1400,1,60-40,800000.0,4,13.32,22.51,23.76,23.05,13.32,35.83,59.59,82.64,7,2,5.0,32.0,13.5,89.0
5753,5753,0,6,2,0,2000,1,G,10000000.0,11,25.29,24.9,25.23,23.57,25.29,50.19,75.42,98.99,2,6,3.0,16.0,41.5,28.5
5754,5754,0,7,2,0,1600,1,60-40,800000.0,4,24.99,23.37,24.16,23.39,24.99,48.36,72.52,95.91,6,9,3.0,73.0,42.0,21.0
5755,5755,0,8,2,0,1400,1,G,10000000.0,11,13.57,22.31,23.45,21.91,13.57,35.88,59.33,81.24,3,2,4.0,14.5,16.5,16.5
5756,5756,0,9,2,0,1600,1,100-80,1650000.0,2,24.74,23.78,24.45,22.26,24.74,48.52,72.97,95.23,2,12,9.0,16.5,71.5,65.5
5757,5757,0,10,2,0,1400,1,80-60,1165000.0,3,13.7,21.83,23.07,23.43,13.7,35.53,58.6,82.03,10,7,9.0,38.0,31.5,17.0
5758,5758,1,1,5,0,1800,1,40-15,600000.0,5,13.6,23.15,25.24,24.84,13.6,36.75,61.99,86.83,1,8,3.0,15.5,100.0,33.0
5759,5759,1,2,5,0,1650,1,60-40,800000.0,4,27.77,23.88,24.79,24.07,27.77,51.65,76.44,100.51,10,5,11.0,41.5,47.5,15.0
5760,5760,1,3,5,0,1650,1,60-40,800000.0,4,29.11,25.6,25.44,23.01,29.11,54.71,80.15,103.16,5,6,4.0,89.0,19.5,25.0
5761,5761,1,4,5,0,1200,1,60-40,800000.0,4,24.29,23.65,22.83,,24.29,47.94,70.77,,12,4,5.0,20.0,16.5,17.5
5762,5762,1,5,5,0,1000,1,60-40,800000.0,4,12.65,21.76,22.93,,12.65,34.41,57.34,,7,1,12.0,12.5,12.5,95.0
5763,5763,1,6,5,0,1200,1,80-60,1165000.0,3,23.76,23.48,22.95,,23.76,47.24,70.19,,10,2,5.0,15.0,22.0,19.5
5764,5764,1,7,5,0,1200,1,80-60,1165000.0,3,24.41,24.02,22.58,,24.41,48.43,71.01,,4,6,8.0,18.5,21.0,29.5
5765,5765,1,8,5,0,1650,1,80-60,1165000.0,3,28.0,23.31,25.07,23.81,28.0,51.31,76.38,100.19,6,1,4.0,25.5,37.0,18.5
